Country,Region,City,Type,North_Traffic (m),East_Traffic (m),West_Traffic (m),South_Traffic (m),North_Time(s),East_Time(s),West_Time(s),South_Time(s)
India,Aundh,Pune,4-way,7,15,19,197,18,28,33,83
India,Magarpatta City,Pune,4-way,138,46,66,120,75,48,56,73
India,New Kalyani Nagar,Pune,4-way,0,938,96,10,10,105,68,22
India,LBS Marg Junction,Mumbai,4-way,176,26,73,10,80,40,59,22
India,Gandhi Nagar Junction,Mumbai,4-way,17,187,88,80,30,82,65,62
India,Jolly Marg Junction,Mumbai,4-way,161,686,148,15,78,105,76,28
India,Nikolsawadi Circle,Mumbai,4-way,707,34,11,86,105,44,23,64
India,MIDC A Cross Road,Mumbai,4-way,0,76,454,14,10,60,105,27
India,N S Phadke Marg,Mumbai,4-way,15,68,174,123,28,57,80,73
India,Gokhale Bridge,Delhi,4-way,10,114,645,749,22,72,105,105
India,DND Flyway,Delhi,4-way,1112,99,72,1117,105,70,59,105
India,Maharani Bagh,Delhi,4-way,14,15,92,14,27,28,67,27
India,Burari Road,Delhi,4-way,980,78,20,57,105,61,34,53
India,Khyber Pass Crossing,Delhi,4-way,84,170,159,5,64,79,78,16
India,Nigam Bodh Ghat,Delhi,4-way,5,454,15,106,16,105,28,71
India,P.S. Timarpur,Delhi,4-way,100,67,0,13,70,57,10,26
India,Mall Road,Delhi,4-way,191,101,362,121,82,70,105,73
India,Chennai Bypass Road,Chennai,4-way,1,40,195,1069,11,46,83,105
India,Bangalore Chennai Expressway,Chennai,4-way,114,708,130,18,72,105,74,32
India,Anna Salai,Chennai,4-way,60,25,22,6,54,40,36,17
India,EVR Periyar Salai,Chennai,4-way,17,107,22,287,30,71,36,105
India,Arukilpadi road,Chennai,4-way,1190,18,67,190,105,32,57,82
India,Thakkolam,Chennai,4-way,13,64,14,364,26,56,27,105
India,Golden Quadrilateral,Chennai,4-way,2,1061,79,198,12,105,62,83
India,Chowringhee Road,Kolkata,4-way,147,488,6,151,76,105,17,77
India,Hazra Road,Kolkata,4-way,102,0,67,175,70,10,57,80
India,Park Street,Kolkata,4-way,800,138,1114,89,105,75,105,66
India,Hazra Road,Kolkata,4-way,65,207,18,22,56,84,32,36
India,College Street,Kolkata,4-way,3,88,157,0,14,65,78,10
India,Jaddu Mullick Street,Kolkata,4-way,11,19,1057,47,23,33,105,49
India,Raja SC Mullick Road,Kolkata,4-way,6,22,652,13,17,36,105,26
India,Burdwan Road,Kolkata,4-way,65,33,0,160,56,43,10,78
India,Burdwan Road,Kolkata,4-way,212,183,16,44,85,81,29,48
India,Eastern Metropolitan Bypass,Kolkata,4-way,6,41,16,77,17,46,29,61
India,Shyama Prasad Mukherjee Road,Kolkata,4-way,131,70,132,8,74,58,74,20
India,Shyama Prasad Mukherjee Road,Kolkata,4-way,59,89,140,1191,54,66,75,105
India,Mahatma Gandhi Marg,Indore,4-way,189,12,498,18,82,24,105,32
India,A.B. Road,Indore,4-way,17,1042,130,109,30,105,74,71
India,Dewas Road,Indore,4-way,81,62,496,39,62,55,105,46
India,Ujjain Road,Indore,4-way,170,15,146,817,79,28,76,105
India,Dhar Road,Indore,4-way,49,7,40,40,50,18,46,46
India,Pithampur Road,Indore,4-way,290,2,48,384,105,12,49,105
India,Khandwa Road,Indore,4-way,562,41,453,16,105,46,105,29
India,Nemawar Road,Indore,4-way,171,98,13,942,79,69,26,105
India,Sarafa Bazaar,Indore,4-way,31,1134,105,168,42,105,71,79
India,Chappan Dukan,Indore,4-way,15,74,74,68,28,60,60,57
India,Olpad-Rander Road,Surat,4-way,18,0,691,94,32,10,105,68
India,Hazira-Adajan Road,Surat,4-way,573,146,120,102,105,76,73,70
India,Sachin-Udhna Road,Surat,4-way,162,647,128,16,78,105,74,29
India,Dumas-Athwa Road,Surat,4-way,1046,14,74,571,105,27,60,105
India,Kamrej-Varachha Road,Surat,4-way,88,611,579,18,65,105,105,32
India,Kadodara-Sahara Road,Surat,4-way,247,14,88,33,90,27,65,43
India,National Highway 6 (NH6),Surat,4-way,1011,69,76,20,105,58,60,34
India,National Highway 8 (NH8),Surat,4-way,1099,1,0,148,105,11,10,76
India,Outer Ring Road,Surat,4-way,71,100,110,1030,58,70,71,105
India,Surat-Chennai Expressway,Surat,4-way,48,17,1,2,49,30,11,12
India,J.M. Road,Pune,4-way,408,127,12,44,105,74,24,48
India,Fergusson College Road (FC Road),Pune,4-way,892,130,51,0,105,74,50,10
India,Laxmi Road,Pune,4-way,115,162,78,7,72,78,61,18
India,Shivaji Nagar,Pune,4-way,822,134,1,25,105,75,11,40
India,Koregaon Park,Pune,4-way,6,8,96,15,17,20,68,28
India,Kothrud,Pune,4-way,90,369,17,347,66,105,30,105
India,Viman Nagar,Pune,4-way,77,325,0,60,61,105,10,54
India,Aundh,Pune,4-way,25,44,48,16,40,48,49,29
India,Magarpatta City,Pune,4-way,7,15,55,118,18,28,52,72
India,New Kalyani Nagar,Pune,4-way,20,359,340,0,34,105,105,10
India,LBS Marg Junction,Mumbai,4-way,90,2,115,1146,66,12,72,105
India,Gandhi Nagar Junction,Mumbai,4-way,114,12,52,60,72,24,51,54
India,Jolly Marg Junction,Mumbai,4-way,18,44,844,0,32,48,105,10
India,Nikolsawadi Circle,Mumbai,4-way,120,34,767,758,73,44,105,105
India,MIDC A Cross Road,Mumbai,4-way,90,7,188,51,66,18,82,50
India,N S Phadke Marg,Mumbai,4-way,53,22,98,135,51,36,69,75
India,Gokhale Bridge,Delhi,4-way,76,0,18,16,60,10,32,29
India,DND Flyway,Delhi,4-way,68,292,77,87,57,105,61,65
India,Maharani Bagh,Delhi,4-way,112,171,19,50,72,79,33,50
India,Burari Road,Delhi,4-way,607,14,1138,1074,105,27,105,105
India,Khyber Pass Crossing,Delhi,4-way,168,67,0,16,79,57,10,29
India,Nigam Bodh Ghat,Delhi,4-way,38,50,11,8,45,50,23,20
India,P.S. Timarpur,Delhi,4-way,31,146,187,17,42,76,82,30
India,Mall Road,Delhi,4-way,0,902,79,1165,10,105,62,105
India,Chennai Bypass Road,Chennai,4-way,1151,84,29,106,105,64,42,71
India,Bangalore Chennai Expressway,Chennai,4-way,14,0,13,0,27,10,26,10
India,Anna Salai,Chennai,4-way,167,76,85,10,79,60,64,22
India,EVR Periyar Salai,Chennai,4-way,822,37,767,118,105,45,105,72
India,Arukilpadi road,Chennai,4-way,92,117,9,43,67,72,21,47
India,Thakkolam,Chennai,4-way,101,7,129,100,70,18,74,70
India,Golden Quadrilateral,Chennai,4-way,142,32,16,15,76,43,29,28
India,Chowringhee Road,Kolkata,4-way,55,48,137,11,52,49,75,23
India,Hazra Road,Kolkata,4-way,772,73,12,969,105,59,24,105
India,Park Street,Kolkata,4-way,16,929,1,15,29,105,11,28
India,Hazra Road,Kolkata,4-way,142,17,92,2,76,30,67,12
India,College Street,Kolkata,4-way,27,41,69,181,41,46,58,81
India,Jaddu Mullick Street,Kolkata,4-way,28,198,1,17,41,83,11,30
India,Raja SC Mullick Road,Kolkata,4-way,18,177,1038,70,32,80,105,58
India,Burdwan Road,Kolkata,4-way,169,437,8,133,79,105,20,74
India,Burdwan Road,Kolkata,4-way,17,188,24,81,30,82,39,62
India,Eastern Metropolitan Bypass,Kolkata,4-way,2,76,48,19,12,60,49,33
India,Shyama Prasad Mukherjee Road,Kolkata,4-way,22,12,222,897,36,24,86,105
India,Shyama Prasad Mukherjee Road,Kolkata,4-way,1158,91,77,50,105,66,61,50
India,Mahatma Gandhi Marg,Indore,4-way,0,0,11,894,10,10,23,105
India,A.B. Road,Indore,4-way,70,511,8,96,58,105,20,68
India,Dewas Road,Indore,4-way,1,711,593,58,11,105,105,53
India,Ujjain Road,Indore,4-way,192,12,67,12,82,24,57,24
India,Dhar Road,Indore,4-way,38,19,169,273,45,33,79,105
India,Pithampur Road,Indore,4-way,73,86,12,13,59,64,24,26
India,Khandwa Road,Indore,4-way,7,9,114,64,18,21,72,56
India,Nemawar Road,Indore,4-way,802,3,154,83,105,14,77,63
India,Sarafa Bazaar,Indore,4-way,69,13,570,436,58,26,105,105
India,Chappan Dukan,Indore,4-way,65,509,153,93,56,105,77,67
India,Olpad-Rander Road,Surat,4-way,50,182,64,507,50,81,56,105
India,Hazira-Adajan Road,Surat,4-way,1114,107,58,181,105,71,53,81
India,Sachin-Udhna Road,Surat,4-way,407,74,0,82,105,60,10,63
India,Dumas-Athwa Road,Surat,4-way,1118,19,104,94,105,33,71,68
India,Kamrej-Varachha Road,Surat,4-way,40,0,70,39,46,10,58,46
India,Kadodara-Sahara Road,Surat,4-way,15,11,39,566,28,23,46,105
India,National Highway 6 (NH6),Surat,4-way,9,16,16,4,21,29,29,15
India,National Highway 8 (NH8),Surat,4-way,4,55,0,22,15,52,10,36
India,Outer Ring Road,Surat,4-way,189,10,11,111,82,22,23,71
India,Surat-Chennai Expressway,Surat,4-way,96,163,20,13,68,78,34,26
India,J.M. Road,Pune,4-way,130,157,95,17,74,78,68,30
India,Fergusson College Road (FC Road),Pune,4-way,64,73,2,1074,56,59,12,105
India,Laxmi Road,Pune,4-way,49,742,59,18,50,105,54,32
India,Shivaji Nagar,Pune,4-way,17,921,154,94,30,105,77,68
India,Koregaon Park,Pune,4-way,983,35,73,17,105,44,59,30
India,Kothrud,Pune,4-way,151,193,0,992,77,82,10,105
India,Viman Nagar,Pune,4-way,22,13,15,59,36,26,28,54
India,Aundh,Pune,4-way,15,36,9,11,28,44,21,23
India,Magarpatta City,Pune,4-way,78,1039,8,81,61,105,20,62
India,New Kalyani Nagar,Pune,4-way,117,20,1026,10,72,34,105,22
India,LBS Marg Junction,Mumbai,4-way,50,130,65,33,50,74,56,43
India,Gandhi Nagar Junction,Mumbai,4-way,103,927,38,157,70,105,45,78
India,Jolly Marg Junction,Mumbai,4-way,68,827,94,1110,57,105,68,105
India,Nikolsawadi Circle,Mumbai,4-way,137,115,74,18,75,72,60,32
India,MIDC A Cross Road,Mumbai,4-way,47,185,507,3,49,81,105,14
India,N S Phadke Marg,Mumbai,4-way,32,20,53,17,43,34,51,30
India,Gokhale Bridge,Delhi,4-way,426,163,117,67,105,78,72,57
India,DND Flyway,Delhi,4-way,12,13,321,19,24,26,105,33
India,Maharani Bagh,Delhi,4-way,178,146,0,65,80,76,10,56
India,Burari Road,Delhi,4-way,97,475,153,1137,69,105,77,105
India,Khyber Pass Crossing,Delhi,4-way,1018,15,12,12,105,28,24,24
India,Nigam Bodh Ghat,Delhi,4-way,15,199,0,191,28,83,10,82
India,P.S. Timarpur,Delhi,4-way,15,0,62,2,28,10,55,12
India,Mall Road,Delhi,4-way,170,48,134,95,79,49,75,68
India,Chennai Bypass Road,Chennai,4-way,2,134,267,3,12,75,105,14
India,Bangalore Chennai Expressway,Chennai,4-way,22,255,187,183,36,105,82,81
India,Anna Salai,Chennai,4-way,68,483,14,19,57,105,27,33
India,EVR Periyar Salai,Chennai,4-way,400,84,181,155,105,64,81,77
India,Arukilpadi road,Chennai,4-way,30,15,200,18,42,28,83,32
India,Thakkolam,Chennai,4-way,68,181,8,0,57,81,20,10
India,Golden Quadrilateral,Chennai,4-way,33,128,18,6,43,74,32,17
India,Chowringhee Road,Kolkata,4-way,116,63,13,172,72,55,26,80
India,Hazra Road,Kolkata,4-way,83,86,15,15,63,64,28,28
India,Park Street,Kolkata,4-way,114,6,115,10,72,17,72,22
India,Hazra Road,Kolkata,4-way,691,75,141,230,105,60,75,87
India,College Street,Kolkata,4-way,0,37,60,18,10,45,54,32
India,Jaddu Mullick Street,Kolkata,4-way,27,12,68,20,41,24,57,34
India,Raja SC Mullick Road,Kolkata,4-way,38,454,522,259,45,105,105,105
India,Burdwan Road,Kolkata,4-way,659,51,286,415,105,50,105,105
India,Burdwan Road,Kolkata,4-way,38,576,92,56,45,105,67,52
India,Eastern Metropolitan Bypass,Kolkata,4-way,46,26,831,139,48,40,105,75
India,Shyama Prasad Mukherjee Road,Kolkata,4-way,18,14,178,188,32,27,80,82
India,Shyama Prasad Mukherjee Road,Kolkata,4-way,998,316,1,15,105,105,11,28
India,Mahatma Gandhi Marg,Indore,4-way,64,187,724,0,56,82,105,10
India,A.B. Road,Indore,4-way,880,46,986,38,105,48,105,45
India,Dewas Road,Indore,4-way,13,663,42,409,26,105,47,105
India,Ujjain Road,Indore,4-way,588,82,3,0,105,63,14,10
India,Dhar Road,Indore,4-way,14,9,424,619,27,21,105,105
India,Pithampur Road,Indore,4-way,43,100,30,1172,47,70,42,105
India,Khandwa Road,Indore,4-way,100,73,62,189,70,59,55,82
India,Nemawar Road,Indore,4-way,0,228,255,121,10,87,105,73
India,Sarafa Bazaar,Indore,4-way,111,6,2,38,71,17,12,45
India,Chappan Dukan,Indore,4-way,75,3,2,123,60,14,12,73
India,Olpad-Rander Road,Surat,4-way,46,57,479,52,48,53,105,51
India,Hazira-Adajan Road,Surat,4-way,60,56,1012,110,54,52,105,71
India,Sachin-Udhna Road,Surat,4-way,41,13,50,7,46,26,50,18
India,Dumas-Athwa Road,Surat,4-way,42,17,7,17,47,30,18,30
India,Kamrej-Varachha Road,Surat,4-way,134,64,140,12,75,56,75,24
India,Kadodara-Sahara Road,Surat,4-way,767,709,140,125,105,105,75,73
India,National Highway 6 (NH6),Surat,4-way,84,17,88,698,64,30,65,105
India,National Highway 8 (NH8),Surat,4-way,4,17,4,14,15,30,15,27
India,Outer Ring Road,Surat,4-way,454,4,0,12,105,15,10,24
India,Surat-Chennai Expressway,Surat,4-way,86,37,51,89,64,45,50,66
India,J.M. Road,Pune,4-way,83,805,127,97,63,105,74,69
India,Fergusson College Road (FC Road),Pune,4-way,20,23,199,126,34,38,83,73
India,Laxmi Road,Pune,4-way,1034,12,73,946,105,24,59,105
India,Shivaji Nagar,Pune,4-way,55,20,871,0,52,34,105,10
India,Koregaon Park,Pune,4-way,75,438,615,98,60,105,105,69
India,Kothrud,Pune,4-way,51,847,471,133,50,105,105,74
India,Viman Nagar,Pune,4-way,0,146,57,86,10,76,53,64
India,Aundh,Pune,4-way,132,61,437,373,74,54,105,105
India,Magarpatta City,Pune,4-way,19,1188,643,13,33,105,105,26
India,New Kalyani Nagar,Pune,4-way,7,16,950,9,18,29,105,21
India,LBS Marg Junction,Mumbai,4-way,17,329,63,36,30,105,55,44
India,Gandhi Nagar Junction,Mumbai,4-way,6,810,96,8,17,105,68,20
India,Jolly Marg Junction,Mumbai,4-way,137,819,0,11,75,105,10,23
India,Nikolsawadi Circle,Mumbai,4-way,94,829,156,53,68,105,77,51
India,MIDC A Cross Road,Mumbai,4-way,19,4,67,1081,33,15,57,105
India,N S Phadke Marg,Mumbai,4-way,15,20,147,4,28,34,76,15
India,Gokhale Bridge,Delhi,4-way,7,36,0,1159,18,44,10,105
India,DND Flyway,Delhi,4-way,871,187,33,18,105,82,43,32
India,Maharani Bagh,Delhi,4-way,20,84,0,38,34,64,10,45
India,Burari Road,Delhi,4-way,77,1110,21,81,61,105,35,62
India,Khyber Pass Crossing,Delhi,4-way,23,183,11,75,38,81,23,60
India,Nigam Bodh Ghat,Delhi,4-way,79,95,151,13,62,68,77,26
India,P.S. Timarpur,Delhi,4-way,55,308,71,0,52,105,58,10
India,Mall Road,Delhi,4-way,49,182,747,24,50,81,105,39
India,Chennai Bypass Road,Chennai,4-way,1005,596,136,12,105,105,75,24
India,Bangalore Chennai Expressway,Chennai,4-way,291,46,4,20,105,48,15,34
India,Anna Salai,Chennai,4-way,27,59,118,0,41,54,72,10
India,EVR Periyar Salai,Chennai,4-way,107,55,40,982,71,52,46,105
India,Arukilpadi road,Chennai,4-way,533,94,73,1001,105,68,59,105
India,Thakkolam,Chennai,4-way,566,85,3,575,105,64,14,105
India,Golden Quadrilateral,Chennai,4-way,3,15,22,7,14,28,36,18
India,Chowringhee Road,Kolkata,4-way,6,72,262,172,17,59,105,80
India,Hazra Road,Kolkata,4-way,81,255,82,194,62,105,63,83
India,Park Street,Kolkata,4-way,0,159,39,122,10,78,46,73
India,Hazra Road,Kolkata,4-way,57,85,863,8,53,64,105,20
India,College Street,Kolkata,4-way,20,478,52,6,34,105,51,17
India,Jaddu Mullick Street,Kolkata,4-way,70,883,29,118,58,105,42,72
India,Raja SC Mullick Road,Kolkata,4-way,25,106,107,20,40,71,71,34
India,Burdwan Road,Kolkata,4-way,724,156,164,748,105,77,79,105
India,Burdwan Road,Kolkata,4-way,111,56,276,33,71,52,105,43
India,Eastern Metropolitan Bypass,Kolkata,4-way,122,498,86,187,73,105,64,82
India,Shyama Prasad Mukherjee Road,Kolkata,4-way,74,1092,17,79,60,105,30,62
India,Shyama Prasad Mukherjee Road,Kolkata,4-way,7,1103,80,174,18,105,62,80
India,Mahatma Gandhi Marg,Indore,4-way,20,16,1136,11,34,29,105,23
India,A.B. Road,Indore,4-way,192,812,172,169,82,105,80,79
India,Dewas Road,Indore,4-way,607,437,8,18,105,105,20,32
India,Ujjain Road,Indore,4-way,16,128,6,54,29,74,17,52
India,Dhar Road,Indore,4-way,23,76,1139,99,38,60,105,70
India,Pithampur Road,Indore,4-way,0,893,183,418,10,105,81,105
India,Khandwa Road,Indore,4-way,582,18,0,13,105,32,10,26
India,Nemawar Road,Indore,4-way,45,667,502,72,48,105,105,59
India,Sarafa Bazaar,Indore,4-way,9,19,691,77,21,33,105,61
India,Chappan Dukan,Indore,4-way,33,1196,558,93,43,105,105,67
India,Olpad-Rander Road,Surat,4-way,62,29,60,476,55,42,54,105
India,Hazira-Adajan Road,Surat,4-way,0,38,32,127,10,45,43,74
India,Sachin-Udhna Road,Surat,4-way,24,812,175,395,39,105,80,105
India,Dumas-Athwa Road,Surat,4-way,8,49,1111,424,20,50,105,105
India,Kamrej-Varachha Road,Surat,4-way,132,79,51,43,74,62,50,47
India,Kadodara-Sahara Road,Surat,4-way,370,312,19,12,105,105,33,24
India,National Highway 6 (NH6),Surat,4-way,1144,64,40,25,105,56,46,40
India,National Highway 8 (NH8),Surat,4-way,7,1,36,16,18,11,44,29
India,Outer Ring Road,Surat,4-way,69,84,756,243,58,64,105,89
India,Surat-Chennai Expressway,Surat,4-way,9,194,21,4,21,83,35,15
India,J.M. Road,Pune,4-way,3,130,14,86,14,74,27,64
India,Fergusson College Road (FC Road),Pune,4-way,105,0,3,0,71,10,14,10
India,Laxmi Road,Pune,4-way,12,254,612,183,24,105,105,81
India,Shivaji Nagar,Pune,4-way,68,0,154,74,57,10,77,60
India,Koregaon Park,Pune,4-way,17,12,1189,35,30,24,105,44
India,Kothrud,Pune,4-way,75,240,20,181,60,89,34,81
India,Viman Nagar,Pune,4-way,173,176,36,443,80,80,44,105
India,Aundh,Pune,4-way,13,704,19,80,26,105,33,62
India,Magarpatta City,Pune,4-way,0,428,41,71,10,105,46,58
India,New Kalyani Nagar,Pune,4-way,71,14,1152,1069,58,27,105,105
India,LBS Marg Junction,Mumbai,4-way,5,74,719,94,16,60,105,68
India,Gandhi Nagar Junction,Mumbai,4-way,17,4,111,9,30,15,71,21
India,Jolly Marg Junction,Mumbai,4-way,0,88,135,14,10,65,75,27
India,Nikolsawadi Circle,Mumbai,4-way,98,167,27,277,69,79,41,105
India,MIDC A Cross Road,Mumbai,4-way,414,54,18,96,105,52,32,68
India,N S Phadke Marg,Mumbai,4-way,14,91,109,205,27,66,71,84
India,Gokhale Bridge,Delhi,4-way,12,996,11,5,24,105,23,16
India,DND Flyway,Delhi,4-way,6,19,0,7,17,33,10,18
India,Maharani Bagh,Delhi,4-way,1087,106,15,170,105,71,28,79
India,Burari Road,Delhi,4-way,742,32,1,191,105,43,11,82
India,Khyber Pass Crossing,Delhi,4-way,312,23,516,820,105,38,105,105
India,Nigam Bodh Ghat,Delhi,4-way,38,104,39,40,45,71,46,46
India,P.S. Timarpur,Delhi,4-way,76,41,27,1070,60,46,41,105
India,Mall Road,Delhi,4-way,32,8,14,79,43,20,27,62
India,Chennai Bypass Road,Chennai,4-way,60,84,193,200,54,64,82,83
India,Bangalore Chennai Expressway,Chennai,4-way,15,95,15,19,28,68,28,33
India,Anna Salai,Chennai,4-way,9,11,17,909,21,23,30,105
India,EVR Periyar Salai,Chennai,4-way,18,5,0,1004,32,16,10,105
India,Arukilpadi road,Chennai,4-way,173,14,459,100,80,27,105,70
India,Thakkolam,Chennai,4-way,475,15,10,151,105,28,22,77
India,Golden Quadrilateral,Chennai,4-way,4,793,44,1109,15,105,48,105
India,Chowringhee Road,Kolkata,4-way,1108,80,15,12,105,62,28,24
India,Hazra Road,Kolkata,4-way,4,0,163,39,15,10,78,46
India,Park Street,Kolkata,4-way,73,13,139,40,59,26,75,46
India,Hazra Road,Kolkata,4-way,43,14,164,11,47,27,79,23
India,College Street,Kolkata,4-way,1197,32,127,112,105,43,74,72
India,Jaddu Mullick Street,Kolkata,4-way,35,34,131,86,44,44,74,64
India,Raja SC Mullick Road,Kolkata,4-way,19,195,20,389,33,83,34,105
India,Burdwan Road,Kolkata,4-way,171,14,76,91,79,27,60,66
India,Burdwan Road,Kolkata,4-way,42,151,83,9,47,77,63,21
India,Eastern Metropolitan Bypass,Kolkata,4-way,55,2,1068,0,52,12,105,10
India,Shyama Prasad Mukherjee Road,Kolkata,4-way,122,156,704,0,73,77,105,10
India,Shyama Prasad Mukherjee Road,Kolkata,4-way,2,18,89,17,12,32,66,30
India,Mahatma Gandhi Marg,Indore,4-way,507,34,19,440,105,44,33,105
India,A.B. Road,Indore,4-way,22,16,8,61,36,29,20,54
India,Dewas Road,Indore,4-way,28,5,141,189,41,16,75,82
India,Ujjain Road,Indore,4-way,726,35,65,175,105,44,56,80
India,Dhar Road,Indore,4-way,9,374,39,772,21,105,46,105
India,Pithampur Road,Indore,4-way,73,28,32,111,59,41,43,71
India,Khandwa Road,Indore,4-way,10,97,915,910,22,69,105,105
India,Nemawar Road,Indore,4-way,0,21,6,81,10,35,17,62
India,Sarafa Bazaar,Indore,4-way,47,1190,96,53,49,105,68,51
India,Chappan Dukan,Indore,4-way,51,603,817,45,50,105,105,48
India,Olpad-Rander Road,Surat,4-way,1195,19,10,18,105,33,22,32
India,Hazira-Adajan Road,Surat,4-way,40,87,0,116,46,65,10,72
India,Sachin-Udhna Road,Surat,4-way,19,64,33,174,33,56,43,80
India,Dumas-Athwa Road,Surat,4-way,47,11,57,115,49,23,53,72
India,Kamrej-Varachha Road,Surat,4-way,12,130,14,399,24,74,27,105
India,Kadodara-Sahara Road,Surat,4-way,885,130,46,1085,105,74,48,105
India,National Highway 6 (NH6),Surat,4-way,249,12,6,161,90,24,17,78
India,National Highway 8 (NH8),Surat,4-way,91,593,11,541,66,105,23,105
India,Outer Ring Road,Surat,4-way,193,82,488,17,82,63,105,30
India,Surat-Chennai Expressway,Surat,4-way,83,718,778,19,63,105,105,33
India,J.M. Road,Pune,4-way,23,93,106,59,38,67,71,54
India,Fergusson College Road (FC Road),Pune,4-way,73,32,491,341,59,43,105,105
India,Laxmi Road,Pune,4-way,153,186,16,171,77,81,29,79
India,Shivaji Nagar,Pune,4-way,35,205,152,124,44,84,77,73
India,Koregaon Park,Pune,4-way,0,87,156,160,10,65,77,78
India,Kothrud,Pune,4-way,2,24,0,88,12,39,10,65
India,Viman Nagar,Pune,4-way,37,79,4,17,45,62,15,30
India,Aundh,Pune,4-way,185,770,87,62,81,105,65,55
India,Magarpatta City,Pune,4-way,46,15,107,10,48,28,71,22
India,New Kalyani Nagar,Pune,4-way,9,15,123,154,21,28,73,77
India,LBS Marg Junction,Mumbai,4-way,17,20,73,79,30,34,59,62
India,Gandhi Nagar Junction,Mumbai,4-way,51,765,60,43,50,105,54,47
India,Jolly Marg Junction,Mumbai,4-way,12,210,164,134,24,85,79,75
India,Nikolsawadi Circle,Mumbai,4-way,18,82,36,602,32,63,44,105
India,MIDC A Cross Road,Mumbai,4-way,90,57,11,6,66,53,23,17
India,N S Phadke Marg,Mumbai,4-way,78,9,769,30,61,21,105,42
India,Gokhale Bridge,Delhi,4-way,13,100,11,20,26,70,23,34
India,DND Flyway,Delhi,4-way,70,60,11,127,58,54,23,74
India,Maharani Bagh,Delhi,4-way,183,19,189,19,81,33,82,33
India,Burari Road,Delhi,4-way,85,197,12,7,64,83,24,18
India,Khyber Pass Crossing,Delhi,4-way,1166,172,88,682,105,80,65,105
India,Nigam Bodh Ghat,Delhi,4-way,921,515,47,106,105,105,49,71
India,P.S. Timarpur,Delhi,4-way,85,17,0,151,64,30,10,77
India,Mall Road,Delhi,4-way,165,10,181,114,79,22,81,72
India,Chennai Bypass Road,Chennai,4-way,46,141,630,109,48,75,105,71
India,Bangalore Chennai Expressway,Chennai,4-way,269,10,124,118,105,22,73,72
India,Anna Salai,Chennai,4-way,145,18,17,12,76,32,30,24
India,EVR Periyar Salai,Chennai,4-way,2,74,0,74,12,60,10,60
India,Arukilpadi road,Chennai,4-way,60,33,20,1021,54,43,34,105
India,Thakkolam,Chennai,4-way,57,151,655,199,53,77,105,83
India,Golden Quadrilateral,Chennai,4-way,925,60,10,98,105,54,22,69
India,Chowringhee Road,Kolkata,4-way,67,76,181,182,57,60,81,81
India,Hazra Road,Kolkata,4-way,12,371,63,44,24,105,55,48
India,Park Street,Kolkata,4-way,6,37,17,18,17,45,30,32
India,Hazra Road,Kolkata,4-way,1143,1035,14,118,105,105,27,72
India,College Street,Kolkata,4-way,75,90,11,518,60,66,23,105
India,Jaddu Mullick Street,Kolkata,4-way,581,129,170,11,105,74,79,23
India,Raja SC Mullick Road,Kolkata,4-way,13,73,734,17,26,59,105,30
India,Burdwan Road,Kolkata,4-way,77,350,12,52,61,105,24,51
India,Burdwan Road,Kolkata,4-way,7,157,12,47,18,78,24,49
India,Eastern Metropolitan Bypass,Kolkata,4-way,14,67,15,32,27,57,28,43
India,Shyama Prasad Mukherjee Road,Kolkata,4-way,53,24,15,20,51,39,28,34
India,Shyama Prasad Mukherjee Road,Kolkata,4-way,138,34,85,15,75,44,64,28
India,Mahatma Gandhi Marg,Indore,4-way,4,0,15,4,15,10,28,15
India,A.B. Road,Indore,4-way,480,0,108,77,105,10,71,61
India,Dewas Road,Indore,4-way,865,819,97,72,105,105,69,59
India,Ujjain Road,Indore,4-way,52,11,12,119,51,23,24,73
India,Dhar Road,Indore,4-way,36,12,11,6,44,24,23,17
India,Pithampur Road,Indore,4-way,3,148,15,71,14,76,28,58
India,Khandwa Road,Indore,4-way,848,200,99,39,105,83,70,46
India,Nemawar Road,Indore,4-way,0,11,20,64,10,23,34,56
India,Sarafa Bazaar,Indore,4-way,976,425,194,69,105,105,83,58
India,Chappan Dukan,Indore,4-way,15,45,7,101,28,48,18,70
India,Olpad-Rander Road,Surat,4-way,0,41,16,40,10,46,29,46
India,Hazira-Adajan Road,Surat,4-way,11,15,357,5,23,28,105,16
India,Sachin-Udhna Road,Surat,4-way,11,54,48,327,23,52,49,105
India,Dumas-Athwa Road,Surat,4-way,6,0,197,19,17,10,83,33
India,Kamrej-Varachha Road,Surat,4-way,18,0,703,167,32,10,105,79
India,Kadodara-Sahara Road,Surat,4-way,682,516,4,13,105,105,15,26
India,National Highway 6 (NH6),Surat,4-way,12,190,33,24,24,82,43,39
India,National Highway 8 (NH8),Surat,4-way,160,0,173,3,78,10,80,14
India,Outer Ring Road,Surat,4-way,66,16,62,191,56,29,55,82
India,Surat-Chennai Expressway,Surat,4-way,16,0,759,2,29,10,105,12
India,J.M. Road,Pune,4-way,78,18,20,136,61,32,34,75
India,Fergusson College Road (FC Road),Pune,4-way,13,12,220,170,26,24,86,79
India,Laxmi Road,Pune,4-way,3,32,13,129,14,43,26,74
India,Shivaji Nagar,Pune,4-way,0,65,89,59,10,56,66,54
India,Koregaon Park,Pune,4-way,40,947,176,8,46,105,80,20
India,Kothrud,Pune,4-way,90,292,690,1180,66,105,105,105
